lead1,lead2,lead3
4176649,4196598,4199528
4170642,4199638,4208503
4170765,4199812,4208587
4171624,4199549,4207487
4174456,4197790,4202860
4176605,4196270,4199138
4170349,4199685,4208777
4170761,4199559,4208271
4172669,4197452,4204267
4176480,4193695,4196731
4177576,4193989,4195917
4170288,4199774,4208920
4170389,4199983,4209056
4171443,4199712,4207752
4174512,4197845,4202814
4170643,4199465,4208407
4170718,4199541,4208341
4170915,4199547,4208145
4171875,4198747,4206400
4174708,4197189,4202042
4172025,4196382,4203785
4170472,4198799,4207853
4170125,4199686,4209132
4171556,4198849,4206854
4174700,4197244,4202142
4170454,4199381,4208465
4170888,4199435,4208099
4171001,4199446,4207972
4171958,4198688,4206227
4174820,4197182,4201859
4170717,4199226,4208042
4171009,4199144,4207696
4172166,4197585,4204925
4174254,4194957,4200147
4175830,4195181,4198911
4170529,4199551,4208529
4170515,4199649,4208617
4170710,4199688,4208463
4171748,4198804,4206575
4174428,4197216,4202328
4170268,4199340,4208580
4170286,4199342,4208561
4170410,4199346,4208425
4171443,4198599,4206653
4173294,4195347,4201504
4170625,4198409,4207250
4170134,4199194,4208513
4170600,4198621,4207492
4171692,4197954,4205729
4171834,4198748,4206408
4170572,4199234,4208186
4170535,4199102,4208109
4170871,4198542,4207219
4171882,4198001,4205689
4171705,4198666,4206436
4170480,4199036,4208082
4171762,4197356,4205111
4173510,4195049,4201007
4173007,4196486,4202948
4171666,4198903,4206706
4170266,4199394,4208657
4170236,4199348,4208610
4170641,4198721,4207575
4171807,4197950,4205686
4171535,4198574,4206470
4170282,4199032,4208226
4170395,4198930,4208085
4170781,4198458,4207247
4171767,4197973,4205747
4171836,4197926,4205518
4169925,4199336,4208835
4170018,4199234,4208649
4170566,4198600,4207456
4174631,4197685,4202437
4171931,4198655,4206138
4170624,4198989,4207850
4170830,4198382,4207039
4171079,4198094,4206504
4174941,4197689,4202255
4172168,4198485,4205812
4172176,4197041,4204373
4173750,4194682,4200383
4172627,4196315,4203114
4174874,4197948,4202565
4171673,4198964,4206757
4170327,4199417,4208623
4170704,4198859,4207695
4171117,4198470,4206895
4175015,4197861,4202247
4172257,4198805,4206006
4171128,4199110,4207473
4171177,4198493,4206775
4171259,4198245,4206469
4175269,4197109,4201359
4171951,4199115,4206655
4170818,4199486,4208257
4171114,4198789,4207234
4176213,4197829,4201106
4175201,4197845,4202088
4172385,4198616,4205700
4171254,4198453,4206697
4171213,4198082,4206386
4176340,4197710,4200906
4175203,4197734,4201977
4173332,4196852,4202977
4173743,4194787,4200562
4172612,4196171,4203141
4176043,4197848,4201366
4174954,4197949,4202476
4171999,4198791,4206295
4170860,4198487,4207210
4170975,4197982,4206617
4175761,4197397,4201173
4174755,4197487,4202170
4172065,4198228,4205614
4170956,4198028,4206629
4171078,4197681,4206227
4176185,4196436,4199844
4174459,4197629,4202703
4171401,4198486,4206614
4170593,4198231,4207188
4170906,4197891,4206497
4175934,4197450,4200991
4175005,4197557,4201961
4172164,4198499,4205727
4170982,4198344,4206828
4173888,4198292,4203918
4176112,4197104,4200434
4176002,4195341,4198755
4174699,4193729,4198509
4172520,4195547,4202574
4173712,4198654,4204516
4176101,4197615,4201004
4175029,4197508,4201957
4172274,4197741,4204968
4171008,4197760,4206263
4174135,4198443,4203863
4176141,4197437,4200774
4175038,4197330,4201692
4172362,4197569,4204615
4171220,4197586,4205843
4174611,4197703,4202659
4176146,4197618,4200949
4174950,4197639,4202118
4172155,4197903,4205224
4171118,4197868,4206276
4174216,4198491,4203848
4176499,4197399,4200406
4175318,4197438,4201516
4172354,4197832,4204906
4171214,4197848,4206163
4174268,4198360,4203644
4177254,4195594,4197828
4176828,4193593,4196263
4173359,4195801,4202027
4171028,4199587,4208183
4174400,4198419,4203662
4176761,4197242,4200088
4175619,4196706,4200543
4172656,4197243,4204040
4171285,4199640,4207989
4174512,4198595,4203704
4176924,4197420,4200001
4176033,4196808,4200212
4173119,4197288,4203678
4172163,4198953,4206439
4174443,4198727,4203940
4176463,4197584,4200654
4175333,4196992,4201134
4172331,4197487,4204664
4170950,4199700,4208416
4174248,4198575,4203925
4176683,4197361,4200167
4175518,4196859,4200706
4172371,4197399,4204454
4171252,4199424,4207771
4175169,4196523,4200933
4178218,4193465,4194864
4176710,4194839,4197735
4173005,4197466,4204025
4171627,4200036,4207900
4174556,4198865,4203810
4176645,4197651,4200402
4175476,4197003,4200885
4170344,4200004,4209077
4171603,4199818,4207695
4174474,4198443,4203479
4176834,4196584,4199209
4175703,4196207,4199890
4170930,4199068,4207689
4171589,4199788,4207728
4174255,4198590,4203821
4176515,4196854,4199798
4175516,4196495,4200408
4170573,4199804,4208724
4171505,4199660,4207668
4174323,4198316,4203529
4176550,4196572,4199482
4175533,4196224,4200074
4170409,4199471,4208515
4172225,4197604,4204876
4176154,4194334,4197691
4177582,4194323,4196239
4175448,4196201,4200171
4170543,4199988,4208926
4171631,4199795,4207606
4174410,4198502,4203529
4176616,4196812,4199562
4170638,4199536,4208388
4170984,4199701,4208178
4171920,4199331,4206896
4174857,4197385,4202033
4177085,4195811,4198191
4170837,4198665,4207320
4170709,4199735,4208520
4171666,4199428,4207228
4174570,4197638,4202498
4176578,4196256,4199083
4170614,4199693,4208561
4170658,4199872,4208653
4171710,4199513,4207268
4174860,4197564,4202202
4176809,4196005,4198637
4170655,4199127,4207995
4171620,4197783,4205696
4173359,4195545,4201711
4175348,4195306,4199508
4176482,4195819,4198857
4170014,4199696,4209139
4170149,4199795,4209116
4171183,4199375,4207680
4174286,4197623,4202823
4176537,4196227,4199072
4170438,4199449,4208471
4170407,4199673,4208718
4171294,4199388,4207556
4174498,4197497,4202497
4170662,4198999,4207744
4170455,4199738,4208734
4170714,4199665,4208424
4171747,4198760,4206455
4174628,4197162,4201989
4170593,4199472,4208260
4170444,4199585,4208569
4170472,4199565,4208511
4171759,4198603,4206265
4174711,4196934,4201698
4170677,4198961,4207730
4171590,4197479,4205325
4172549,4195834,4202740
4172549,4196742,4203728
4174647,4196869,4201774
4169986,4199428,4208934
4170040,4199546,4209034
4170393,4199477,4208637
4171702,4198640,4206442
4174660,4197194,4202001
4170823,4199500,4208188
4170660,4199621,4208466
4170763,4199694,4208387
4172070,4198841,4206228
4175738,4196415,4200170
4170561,4199967,4208881
4170687,4200137,4208872
4170845,4200104,4208660
4171955,4199145,4206659
4171937,4199034,4206537
4170566,4199575,4208496
4170544,4199566,4208504
4170917,4198966,4207579
4171992,4198166,4205730
4172148,4198594,4205976
4171938,4197432,4204988
4172810,4195719,4202374
4172004,4196916,4204407
4171823,4198281,4205967
4171761,4199139,4206864
4170277,4199626,4208849
4170329,4199507,4208660
4170819,4198882,4207536
4171903,4198194,4205797
4171931,4198650,4206146
4170414,4199258,4208272
4170322,4199218,4208354
4170794,4198634,4207304
4172502,4197195,4204114
4171472,4199056,4207046
4170409,4199518,4208616
4170516,4199400,4208431
4170724,4198911,4207695
4171756,4198239,4206007
4171902,4198905,4206511
4170417,4199470,4208602
4170382,4199409,4208572
4170947,4198859,4207400
4175078,4197621,4202080
4173157,4197007,4203368
4172759,4195591,4202333
4171905,4196585,4204216
4170936,4198267,4206904
4174881,4197909,4202534
4171872,4198957,4206620
4170663,4199317,4208230
4170940,4198707,4207321
4171136,4198413,4206824
4175097,4197726,4202114
4172062,4198702,4206143
4170675,4199055,4207957
4170851,4198486,4207216
4171705,4197537,4205437
4174717,4198086,4202728
4171764,4199141,4206756
4170761,4199442,4208160
4170912,4198781,4207394
4170940,4198361,4206979
4174924,4197736,4202243
4171822,4198820,4206416
4170474,4199200,4208182
4170714,4198523,4207304
4171053,4198190,4206595
4175784,4195886,4199469
4173843,4194968,4200564
4171502,4197065,4205066
4170487,4198476,4207444
4176244,4197678,4200994
4174962,4197893,4202410
4172011,4198751,4206192
4171003,4198482,4206933
4171097,4198137,4206487
4176356,4197541,4200754
4175108,4197670,4202013
4171905,4198604,4206117
4170804,4198423,4207129
4171468,4197420,4205479
4175936,4197680,4201242
4174662,4197791,4202545
4171710,4198585,4206313
4170716,4198405,4207201
4170844,4198058,4206759
4176441,4197457,4200533
4175107,4197664,4202014
4172066,4198543,4205995
4170926,4198358,4206956
4171147,4197899,4206280
4177098,4195623,4198024
4176764,4193837,4196529
4172943,4196778,4203368
4170982,4198638,4207234
4174300,4198672,4204003
4176448,4197702,4200807
4175068,4197684,4202128
4172203,4198012,4205320
4171265,4198044,4206332
4174513,4198716,4203820
4176822,4197572,4200372
4175499,4197594,4201652
4172535,4197998,4205022
4171862,4197282,4204996
4174176,4198934,4204339
4176209,4197938,4201241
4175013,4197825,4202273
4172280,4198064,4205287
4171036,4198090,4206595
4174415,4198459,4203627
4176382,4197550,4200618
4175174,4197625,4201833
4172477,4197905,4204847
4171317,4197897,4206067
4175114,4196522,4200988
4177779,4193504,4195308
4175750,4195305,4199160
4172348,4197646,4204846
4171354,4197748,4205930
4173997,4198473,4204124
4176134,4197580,4201009
4175098,4197510,4201865
4172701,4197631,4204372
4171973,4199534,4207169
4174386,4198564,4203783
4176348,4197460,4200695
4175551,4196871,4200834
4173517,4196551,4202581
4170773,4199496,4208390
4173623,4198531,4204567
4175754,4197458,4201274
4175012,4196935,4201456
4172574,4197300,4204304
4171139,4199497,4208018
4174000,4198519,4204201
4176121,4197480,4200990
4175130,4196914,4201349
4172477,4197324,4204387
4172741,4197781,4204634
4175991,4194681,4198288
4177159,4195282,4197743
4175180,4196878,4201247
4172278,4197543,4204831
4171258,4199638,4207994
4174114,4198682,4204163
4176242,4197617,4200970
4175385,4197012,4201197
4172867,4197357,4204076
4171399,4199597,4207868
4174208,4198596,4204041
4176240,4197420,4200759
4175795,4196069,4199839
4170386,4199639,4208859
4171236,4199546,4207940
4174122,4198363,4203812
4176406,4196804,4199904
4175360,4196511,4200636
4171474,4199729,4207795
4172117,4199672,4207164
4174593,4198519,4203543
4176590,4196878,4199851
4175480,4196449,4200500
4171627,4197741,4205729
4173504,4195675,4201804
4175336,4196015,4200365
4176496,4196509,4199615
4175409,4196521,4200671
4171306,4199676,4207962
4171967,4199601,4207234
4174415,4198470,4203688
4176431,4196856,4200019
4175390,4196448,4200577
4170506,4199598,4208538
4171297,4199546,4207722
4174193,4198361,4203680
4176829,4196071,4198707
4177370,4193282,4195306
4171097,4199898,4208298
4171718,4199802,4207584
4174191,4198623,4203979
4176285,4196927,4200130
4170585,4199357,4208286
4170587,4199570,4208491
4171433,4199353,4207475
4174479,4197618,4202718
4176607,4196205,4199090
4171434,4197665,4205611
4172709,4196098,4202814
4172601,4197625,4204512
4174754,4197569,4202322
4176842,4196271,4198897
4170120,4199538,4208987
4170200,4199726,4209074
4171207,4199381,4207715
4174561,4197504,4202467
4176816,4195984,4198625
4170803,4199367,4208085
4170966,4199576,4208106
4171860,4199282,4206942
4175013,4196790,4201321
4178325,4192903,4194041
4170924,4199755,4208351
4171000,4199938,4208389
4171692,4199728,4207518
4174290,4197999,4203273
4171011,4199532,4208067
4171180,4199556,4207893
4171192,4199584,4207878
4172017,4198805,4206280
4174621,4197376,4202288
4172125,4197605,4204989
4173077,4195834,4202243
4172157,4197589,4204911
4172009,4198835,4206321
4174505,4197550,4202542
4170972,4199277,4207824
4171174,4199262,4207649
4171259,4199312,4207571
4172033,4198625,4206074
4174473,4197219,4202233
4171094,4199316,4207700
4171247,4199295,4207545
4171312,4199288,4207463
4172561,4197803,4204738
4176519,4193847,4196803
4170675,4199477,4208259
4170894,4199484,4208079
4170977,4199492,4208039
4171718,4198717,4206533
4174113,4197191,4202578
4170431,4199194,4208231
4170532,4199190,4208127
4170615,4199217,4208082
4171656,4198474,4206264
4173120,4197024,4203266
4172918,4195560,4202023
4171843,4196961,4204506
4171011,4198373,4206777
4171771,4198083,4205750
4172021,4198763,4206121
4171188,4199192,4207416
4171347,4199132,4207200
4171427,4198598,4206556
4171995,4198043,4205440
4172037,4198627,4206033
4171076,4198967,4207336
4171253,4198822,4207010
4171940,4197643,4205151
4174319,4194682,4199851
4171626,4198798,4206548
4170739,4199209,4207882
4170968,4199166,4207623
4171217,4198706,4206925
4171931,4198144,4205681
4171939,4198901,4206390
4171093,4199180,4207587
4171284,4199020,4207244
4171433,4198504,4206540
4172073,4198036,4205442
1342690364,1082616962,146976170
1999386008,1083468442,76865125
1074083584,1077614306,1010388049
1294518194,1082268825,32606048
1826282294,1084469258,1469629106
883859174,1083054095,1569228136
371977476,1084520802,315333166
1596487384,1084372769,2111208798
1632866674,1084631155,555971536
477317655,1082951973,746096972
798978736,1084370062,128555787
288296411,1083049042,1072247052
1048565544,1080389686,1095892828
1214722206,1085016435,156353565
410292393,1084703861,1183989932
4970513,1084835975,1186792152
1931294196,1081005239,1409136541
1651529580,1080915423,1232253207
526760077,1084645801,852546041
1119407296,1084870891,1685068010
443806607,1084876053,673765546
1482100798,1084702404,1386805305
1878064201,1083668777,1145343748
1965325352,1085496209,1737395474
1375169744,1084851544,421439350
1721709880,1085102793,1819743290
1686376344,1083321700,1662405384
645958722,1085090511,2079205507
1908025692,1084882402,1699078073
998150026,1082444962,293743048
579088555,1081489982,1619412488
2118995693,1084139092,1127050915
93119844,1079779982,772922552
1345620021,1081497721,1194978472
1166722263,1084505120,1005266626
542819956,1081872825,57300864
295972196,1084259148,1514391176
711293059,1083835112,850890466
1233280300,1080201233,507422628
682694118,1084774166,576018268
957564462,1085357498,486921954
1447893700,1081721609,1453053235
745879327,1083724142,1328399179
1503215036,1082870363,148090016
1767330568,1081963960,1100042248
1141070748,1085034645,1552395239
2044033413,1085403520,321038088
1111603444,1081281657,762242464
1617824397,1085649032,1498100880
503794512,1083922596,1807263815
931075424,1083569495,2034362502
543307247,1083240200,1688069025
398531448,1084957886,1354681440
1565482279,1082199070,1033797916
886485666,1083405269,642226911
558811436,1084271206,685014649
777651154,1084031667,1840416033
1345909840,1082229015,1815525669
563493232,1084958226,1513630451
1821184072,1084277148,1694443526
321949136,1084362124,1176882949
1978546700,1081450559,1044774907
498237404,1083362848,1250857550
1424940088,1079962625,1028155200
1698639028,1080648382,1897240012
1914362402,1079657189,985813637
1128091316,1083194089,1974477803
405487816,1083608683,2023816528
1269138527,1083945512,1931418865
2123626984,1084375221,1627643527
1099506936,1082866005,120132333
402793305,1084108084,1391766786
1223899320,1081477573,202402663
152872796,1081038440,119952784
1911755344,1084529315,815354102
871803833,1084253683,134284726
2073543084,1083494193,1074222452
1956582432,1083450817,645372354
1349934070,1084483530,421603078
938601746,1084278603,1141739360
1863432516,1083914106,259045684
1136866608,1082372570,106787615
632536288,1084591094,86388233
694109605,1084760683,861909710
404046194,1082175029,1366371493
1182992202,1083341326,274791566
789586807,1084328986,498775584
634815215,1083771271,1236084770
809830376,1080933467,844735145
633104617,1081838881,896311056
190549388,1083611564,987086384
1358437440,1076964940,911729472
978609402,1081996083,797196678
